<new sheet>
sheet_name: DBUs
,4.08 Assets and Liabilities of the Commercial Banks (a) - Monthly,,,,,,,,,,,,,,,,,,,

,Assets and Liabilities of Domestic Banking Units (DBUs),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Rs. Million
,End of Period,A S S E T S,,,,,,,,,,,,,,,,,,
,,Cash on Hand,Due from Central Bank,Due from Domestic Banks,Cash Items in Process of Collection,Foreign Currency on Hand and Balances Due from Banks Abroad,Investments,,,,Loans and Advances,,,,,,Fixed and Other Assets  (b)(d),Total Assets or Liabilities ,Percentage of Liquid Assets to Demand Deposits (e),Percentage of Loans & Advances to Total Deposits
,,,,,,,Govt. of Sri Lanka Obligations,,,Other Investments (c),Bills Purchased and Discounted,,,Overdrafts,Loans,Total Loans and Advances,,,,
,,,,,,,Treasury Bills ,Treasury Bonds (b), Other Govt. Securities ,,Local,Imports,Exports,,,,,,,
,,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-14,-15,-16,-17,-18,-19,-20
,2017-03-01 00:00:00,110145.3516107839,74595.40192724166,1942.959658168,304974.2010423179,53311.9608801632,292338.43876341416,660881.5394932915,23029.0827332,71377.70876272561,701192.0670802864,0,410799.78563623823,-,189509.50818147365,11892.373955725197,136447.49249213148,1521218.9361085808
,2017-04-01 00:00:00,116917.57808123404,148379.843277757,1185.567348,303054.169324543,52868.58735269999,290762.47582626296,653065.699259442,24725.007972168005,73032.83408795501,722952.2051636571,0,460694.6312853781,-,185758.873072899,12589.718796486999,135930.66603573097,1590958.928442107
,2017-05-01 00:00:00,118837.274157875,96589.29375262497,8974.125440499998,339748.489043875,54205.84684,288112.84263060003,638865.921024575,20985.89869819999,85661.7414047,675308.682093175,0,461680.69417,-,185849.21582057496,17665.54432835,140153.81377145,1566319.69158825
,2017-06-01 00:00:00,124685.7278649045,92432.05739528043,11330.433651516,315426.6881031861,48931.72759104,300630.38012709026,624066.0864433568,20068.718137715103,88465.0518447969,663045.6069511488,0,443261.65273152007,2763.18,187011.62145183628,10150.3882890795,142874.31804570754,1537571.8193140891
,2017-07-01 00:00:00,123264.64640056982,113934.89463979192,9806.507648562876,331077.0248212779,42224.321974408806,307570.5417410872,591386.5499925403,14020.634893768507,90081.19997665641,657505.4585953687,0,436351.57260139677,-,195792.24654588208,11685.970230987481,141868.67416171596,1533285.1221120073
,2017-08-01 00:00:00,125899.81064665201,105422.87979971326,9749.468629752,317814.7777639187,40853.52014728395,307692.3689479965,583743.0545617177,18203.6497862757,76575.57444514784,637661.4508815976,0,435549.2037855601,764.175,195823.42247628275,15562.497037114501,147443.20665760693,1509379.5302833095
,2017-09-01 00:00:00,133642.66132338718,117048.76969749732,8868.909145644942,310928.52264833887,38441.2479138678,305997.67169786827,579301.509386436,12971.220941766162,65516.28092014337,650175.2642970115,0,430391.6192235646,0,202029.76908227138,16534.856928146182,142552.72230366952,1507200.5127548066
,2017-10-01 00:00:00,134443.36507216125,111109.91686945385,9160.717840638203,321968.1141964978,37946.28555329453,308350.92052549217,563851.9009440078,16251.007107927015,72680.3191305069,629336.4612083217,0,438099.2547340364,2611.0351,199673.33239181212,14917.11063365483,145764.7149111408,1503082.228109473
,2017-11-01 00:00:00,136568.27604394912,108483.71123612636,8952.195588480927,321219.86798029434,43290.475917177515,304459.5291445128,575693.558105602,20342.79419531587,74312.1532073527,619788.77715016,0,462798.2232110835,0,199435.6942937045,14754.626291215693,147920.93405794248,1519010.408211459
,2017-12-01 00:00:00,140463.38162059727,101704.18571822578,8899.192203818448,317790.3874387481,37301.52440935192,307559.6400659826,581129.2031981394,14935.277157320097,73433.27569131162,602574.1919170119,0,463341.0356858773,5732.055,202796.09877931856,13401.907875417519,148504.22686324667,1509782.7918121833
,2018-01-01 00:00:00,142027.00791804725,118851.3558972498,8952.368728971032,327074.9504851954,31303.910307453734,318896.3632331541,571434.3481070497,12549.734516576022,76308.6082202835,599669.2931413943,0,483215.4114204356,5458.771100000001,204730.50418029673,14865.123340447191,146842.32779083983,1531090.0391936973
,2018-02-01 00:00:00,144315.91329988273,99568.79743696972,8881.85074189588,325964.23647485074,22255.2181457585,333401.8140663897,576912.8105575546,14015.692536895762,85703.92010274986,585055.5759842494,0,478511.4124449534,8053.333600000001,197528.33373012953,13452.597839029731,157011.1595590859,1525316.3332601977
,2018-03-01 00:00:00,142669.04057068002,107402.57388444043,8944.9771126685,313703.0729947238,29776.489578058874,337143.561091209,583374.1210507182,12738.54308233048,83660.71394224922,581694.8818574401,0,503619.16904794815,6706.8175,185742.22782704438,13670.79278458555,160657.77640556204,1535752.3793648295
,2018-04-01 00:00:00,145264.63523745182,135359.8520199589,9040.946111692941,301536.3797968528,30407.45777616783,339856.29340867914,613691.3886650134,13980.38176792312,81746.45210302575,574678.4759006503,0,533004.0102184546,8654.427434796902,220778.21228128567,12235.09308942696,158040.6637560999,1589137.33478374
,2018-05-01 00:00:00,154964.99624743545,90845.08318332961,6509.7373081195,302537.07943227293,23322.6392546726,329897.4175112969,632903.2711802738,14036.074519167496,104138.72780716918,550829.703948132,0,522038.72021256003,5657.2838489,198645.2177807514,13062.9291907932,160643.71584826263,1555016.2986365685
,2018-06-01 00:00:00,154985.84925334484,84805.74148642366,6516.609818440994,300644.53591864026,18540.08908661827,334174.0828948556,608208.236690554,16797.517812414964,96938.62103388256,522496.93635446165,0,522184.720921063,7312.5836998605,196642.09492430993,13649.349253517506,165448.35677419716,1524672.6629612923
,2018-07-01 00:00:00,160237.9466891658,75944.9223182923,6576.391187432884,306845.68762499426,21490.88693113762,347420.29568623245,613725.0599964394,15439.552901548306,87470.50840766054,538606.1333804203,0,531955.1350308015,9396.4366096515,201298.00923098138,13232.082548453465,165722.43812727448,1547680.7433352433
,2018-08-01 00:00:00,162496.8610050044,75317.17649556829,6649.040498159151,317435.9898985152,17090.32789409374,352215.02252546215,618724.0072862062,19388.85095452903,85492.51287421664,573056.5413891725,0,528152.7192843588,10740.855039499002,192080.08668306837,10776.33389513265,169018.22739209,1569317.276557538
,2018-09-01 00:00:00,169291.67954866885,92746.89100791908,6968.795467598966,347713.49736979627,27088.403508162843,366102.4305999889,647509.0120960965,16202.961021527122,90110.08265963044,635587.8835351734,0,546076.5986270112,7996.5083210936,200249.23200999084,13857.692487875236,179745.672978984,1673623.6706197588
,2018-10-01 00:00:00,174117.95930514074,88123.01174316948,7180.36090067751,329424.6333581538,29481.64712661966,381947.8642863827,696586.6546243674,18964.298568065293,88733.27115535649,656408.7473328073,0,561501.2389399,10152.674976765,210221.58283965586,11853.550234994966,186955.36443309716,1725826.429912577
,2018-11-01 00:00:00,176562.30721690896,122610.90270087575,7394.943642693256,346890.5847502822,38780.966591621815,387898.87349411496,722547.7908927245,23973.51931507332,98046.72202064769,669317.0306300966,0,620782.94425778,9380.8506807518,215766.93848086428,12200.571752984057,201164.83078117087,1826659.8886042954
,2018-12-01 00:00:00,180156.3916069172,130526.76796722237,6120.836543565704,351268.95268747665,38361.18213877758,399427.2110668716,749612.5624311029,29189.825788098868,97950.32719905041,688512.295803637,0,665483.9238208784,7537.012129027699,217002.3832885283,9383.530854110182,198794.25713480066,1884663.7302300327
,2019-01-01 00:00:00,185962.17619095749,117695.05637765574,0,364837.53331866284,41028.34402094401,405614.7292290387,714936.7471060706,28942.02234157676,95254.37400093648,684845.9926317985,0,651600.2979983662,8491.659937218901,205664.03233058023,11913.930335905876,201246.32135010013,1859016.6085849064
,2019-02-01 00:00:00,188704.02977150056,106881.4620226081,0,351551.29713330185,38546.93785127466,395946.45085777837,733444.9637493719,40703.06828342066,105851.37177694513,665594.2676134693,0,636646.3010842393,12741.873746700998,222562.43304603253,9479.788254740868,202902.17414712821,1855778.2096692564
,2019-03-01 00:00:00,182407.6800816098,136812.3038612379,0,336899.6559269173,32435.79574284,381148.3907525753,659490.9374426696,24562.7821255482,103156.56942712651,585686.7734491971,0,629739.5261799591,14176.993433849999,213509.11351410003,8226.2681617563,199262.30176740914,1753757.5459333984
,2019-04-01 00:00:00,177698.41698903724,126549.71772143718,0,328057.62482311716,32836.745426734,377424.19576590846,672007.6695499043,33346.59564584103,98085.09246767334,590985.6630363839,0,615608.5694899489,19522.506089578503,219744.1345825561,7712.246659438626,196262.75359639994,1747920.9659219794
,2019-05-01 00:00:00,181283.17330796586,118937.19371999706,0,335596.31189513445,31810.243087577608,383059.68453133415,679268.9662686201,30327.898496206686,93684.03144188393,596433.1311362527,0,631342.8528236602,18002.161490511997,208973.91278694046,8615.57528268016,203231.8063449063,1760283.4713068358
,2019-06-01 00:00:00,183766.0355914088,114938.18001601135,0,322868.9516939148,36068.6537436176,390251.5828930847,689490.9984273151,32936.76849529133,91475.08015000503,599512.8491098032,0,628631.3573703446,17663.767816785596,212856.82462235747,9434.27099300672,210747.02079834134,1770321.170860644
,2019-07-01 00:00:00,178875.4969712946,126392.35220578166,0,334586.16654743056,33073.108264878,391228.4755819533,681898.8299417406,33557.7310878777,83603.05414277893,588579.6742167376,0,670171.9527488946,16734.514698461997,204582.76108903973,9368.352095931841,206571.85160911147,1779612.160600956
,2019-08-01 00:00:00,182527.12409169093,148560.3171439403,0,345881.1926560594,35763.31720725591,389831.8946047761,719942.7696991924,33672.6812944808,102253.45238722129,622124.7439509723,0,680812.9967305488,11962.2681047343,204121.94152492145,16278.446431045206,218625.4475679526,1856179.2966973959
,2019-09-01 00:00:00,203595.16189189648,138020.14711801242,0,350382.6974566923,27039.470423784005,396102.2887190055,735107.6962295081,37097.501350684324,83338.8863631171,645100.004820868,0,691974.3053129221,13317.4008740136,214245.50150328127,17450.547172566145,221918.31714281518,1887344.9631895835
,2019-10-01 00:00:00,211359.99511957326,131286.11874426785,0,367517.95097141707,39562.4381444676,390364.63554147864,768712.6928087145,22301.841717342028,90296.4112941069,662182.8735298169,0,706577.5900842041,16437.3715041732,219399.79979892718,10038.341854813832,226173.28498121916,1931105.6730472613
,2019-11-01 00:00:00,212656.74843779905,144015.915512201,0,344395.60333309474,37298.6879119872,392886.34069186763,771676.848009789,19401.962604609143,85323.13923282093,680658.57493049,0,700010.4115873151,15970.2092035953,204749.84461350797,9424.241539953302,226195.68550963062,1922332.1066173133
,2019-12-01 00:00:00,212433.87762003893,117364.63907344801,0,44304.542181448036,37231.70331250999,395729.0259346337,815992.6779818854,19281.14013745104,81894.70857536714,673563.1929894936,0,393394.40599187056,19895.381360138,227849.69984829926,12887.463481367673,232852.75401342683,1642337.606259963
,2020-01-01 00:00:00,215377.20133517508,126293.3411848934,0,40794.75428119732,38570.8337160545,396017.76784823765,868816.9896216323,20110.770966041975,78027.94903180943,738944.8228062631,0,408583.90190966835,19671.744157284098,218751.8916810464,9412.183243784113,232589.16612337704,1705981.6589532327
,2020-02-01 00:00:00,221615.70536204302,128322.13111751717,0,47730.54197838211,39378.09658780918,397740.122215301,893268.35643438,26510.697193793774,77620.09062458499,747818.9784784962,0,440867.4512486191,17141.9627700482,220338.12303593237,14303.68728301798,236475.35744852727,1754565.6508892262
,2020-03-01 00:00:00,237794.1017308456,144040.28890962532,0,50842.20950429961,41059.655140588744,425862.0258774542,963191.540547973,17471.591619735773,77597.90748861419,806395.5308899488,0,474903.30684640404,14585.647697816801,251431.783291727,13143.603228555625,242203.63388745594,1880261.4133305224
,2020-04-01 00:00:00,239821.0640146206,129443.22529409078,0,56948.83342722458,46244.772327501996,443959.61743393634,948117.7685654026,21150.331702637268,83852.78552985827,748376.228567332,0,511200.0523044704,11425.725130750001,269685.325278189,17004.64341695755,244140.85253785684,1885685.6127654142
,2020-05-01 00:00:00,235149.85507280816,93145.99516929277,0,54257.67173181052,52324.77003418336,432213.3519129486,928904.8543802067,18302.495274065714,79463.61405361565,721360.8162398615,0,504007.2299477567,9914.7541461885,256438.80777039292,19910.020076656125,223203.7513408442,1814298.9935753155
,2020-06-01 00:00:00,239138.42191221064,89301.07327115674,0,56383.92669280221,40318.29151878921,428555.8430236253,913565.2416118172,25288.99955373351,75875.25028862864,712448.7256169892,0,501574.44923829695,10837.520169620957,242802.00366773884,21876.376043407516,227137.47255945258,1792551.7975841346
,2020-07-01 00:00:00,237653.08599265316,113050.91600741727,0,48339.03617813502,50024.144386450775,424751.4792713466,922942.8799688718,26626.056788858852,71297.09382144136,707246.0203087954,0,524676.574671769,10064.053106969985,255540.97708169933,23208.518360983126,231354.36124207516,1823387.5985937333
,2020-08-01 00:00:00,238455.32227913677,115851.42622738094,0,51771.27299068703,50055.50199799596,424068.2080505537,955304.4765285439,24257.52751399641,68930.87324715473,691815.7395149765,0,541267.232198786,23863.702302222184,269958.0780643683,22555.12126677835,241372.98899400863,1859763.7355882947
,2020-09-01 00:00:00,227915.10860167907,99147.2423433927,0,51001.59394582456,46658.3934125292,413084.1678671419,949478.668956544,21851.29282285986,76647.11572282645,667150.060518516,0,522951.4925421546,10237.40046280719,266206.77013990644,26151.509008524405,239792.11955523636,1809136.4679499713
,2020-10-01 00:00:00,220297.88350497416,114139.38385012944,0,39704.90295555836,53627.292481355405,406627.3879681379,936900.7340505176,27367.903987428672,75599.15961098259,675684.0613445333,0,507608.8170814789,12382.936745023757,265697.7305624781,25625.874481599323,236066.90897200542,1798665.4887981014
,2020-11-01 00:00:00,225884.67520816062,127522.12887280036,0,47832.46195625663,62035.939259412975,398254.37624351727,938625.5091922176,23602.08759412437,80591.5528546101,671878.4838351107,0,515339.1026512703,11502.698647811134,271165.8696858681,25517.520289087166,247761.95036273252,1823757.17832649
,2020-12-01 00:00:00,219364.9724955457,138574.62446460826,0,56920.68577778912,39734.42027157152,404771.8496457357,911424.9131458439,24848.729544127633,121233.73762289969,545806.9148374652,0,553551.7693036544,7863.745642203354,293013.0895540904,24403.236403697916,249767.70198121082,1795640.1953452218
,2021-01-01 00:00:00,239627.35270180213,153368.34925512143,0,54842.29566725509,50355.03904250725,419076.2979478925,906877.7467960657,22625.494418210783,89244.78033903708,566714.1648857153,0,591902.8268312148,14232.89906906811,295159.36071777955,27307.237299650496,262211.3066863896,1846772.5758288552
,2021-02-01 00:00:00,236622.74580605215,151690.03079436705,0,54758.16144228748,59919.70659625788,422797.1197074173,922642.93327346,29593.713389402685,85388.38509976874,598347.1968580612,0,589072.3050533469,15569.281364575552,285332.35982301104,25349.89020599818,278964.9926044832,1878024.411009245
,2021-03-01 00:00:00,246048.2837654139,120192.53064605255,0,64503.256936624784,45015.73172795144,432732.72094723204,934774.5075746113,21319.240256583966,85407.05253763428,555494.7479897828,0,595757.6696046203,28406.784860259373,292019.23611704085,30631.078723976472,276869.7020211561,1864586.2718544703
,2021-04-01 00:00:00,249201.6628391137,133784.27670627693,0,70249.01345548774,47612.93067369682,436719.728527025,911752.8737135243,21265.694812715315,85199.57291762643,581644.078384004,0,585549.6447038248,28582.16250656794,286179.4714892261,33334.82518345634,270096.4255431346,1870586.18072784
,2021-05-01 00:00:00,249698.11186928753,144320.8443050511,0,65209.12840385036,50159.314327164,439404.885127901,934606.3365742699,22948.01292169731,89731.27484137146,601404.1165991075,0,569504.5130665248,29836.250259182507,304753.8757346928,27770.647588875512,283345.9554394664,1906346.6335292212
,2021-06-01 00:00:00,247052.4682053205,136953.29611876246,0,71029.08434538174,35624.50844186199,446944.0548610884,955409.6696202022,27488.667744776743,83451.20149184339,612460.0379594328,0,579922.2365271148,37205.38621006149,293591.5049516186,28171.977764590334,285699.4044327321,1920501.7493373933
,2021-07-01 00:00:00,250402.5407033492,157402.85349428197,0,66257.12303517126,45891.45390804321,459677.46688331803,953470.4354232238,22672.2257736527,79590.26288847724,604481.0459667,0,614243.5659241545,44115.91978258479,287889.9466732963,28827.770454557278,296625.5875312701,1955774.09922104
,2021-08-01 00:00:00,267610.2127864056,199393.9992080663,0,81876.08864867536,50771.8279425,487019.9756440247,934297.6591039901,32884.175306267694,90428.04640945727,648333.8497677798,0,624794.1851653922,43581.78382212193,304211.7778220279,28233.521096542132,314270.7745566082,2053853.9386399295
